ID	premise1	premise2	premise3	premise4	hypothesis	entailment_judgments	neutral_judgments	contradiction_judgments	gold_label
8661	4199553000.jpg#1/Four hikers are climbing stone steps in a forest area.	4199553000.jpg#2/Four hikers are walking up stairs on a small hill.	4199553000.jpg#3/Backpackers ascend a set of stairs in the woods.	4199553000.jpg#4/The hikers climb the staircase in the woods.	Horses walking.	0	0	5	contradiction
8662	4759622530.jpg#1/Three children are walking past a parking garage, one of them is on a bike.	4759622530.jpg#2/Two people are walking and one is riding a bike at the edge of a street.	4759622530.jpg#3/A woman gazes across the street from where she is walking.	4759622530.jpg#4/Some young people walk past a garage.	Group walks home.	2	2	1	neutral
8663	1303157527.jpg#1/A man with a red apron and a white cook 's hat is standing in front of his food cart.	1303157527.jpg#2/A man sells food from a cart on the street while pedestrians walk past.	1303157527.jpg#3/A mobile food station set up to serve patrons on the city streets.	1303157527.jpg#4/People are walking by a food cart in the city.	A vendor standing.	4	1	0	entailment
8664	24947103.jpg#0/A man dressed in a polka dot bikini top and skirt performs on a stage with several musicians.	24947103.jpg#1/A man dressed as a woman is wearing a swimsuit on stage while a band plays in the background.	24947103.jpg#2/A guy dress in a yellow polka dot bikini stands in front of a band playing music.	24947103.jpg#3/A spoof drag queen dances on a bands stage.	Man applauds.	1	1	3	neutral
8665	4579086425.jpg#0/A woman in a flowered dress and a man with a white beard are standing behind an iron guard rail.	4579086425.jpg#1/A smiling older man with a white beard and an older woman look out a laundry laden window.	4579086425.jpg#2/A man and a wife holding back a green curtain and staring out the window ledge.	4579086425.jpg#4/Man and woman looking out a window from behind a green curtain.	A couple smiles.	1	3	1	neutral
8666	4572363355.jpg#0/A priest is speaking into a microphone within a church, arms open wide.	4572363355.jpg#1/A middle-aged man in a white robe is speaking into a microphone.	4572363355.jpg#2/Father addressing people in a church	4572363355.jpg#4/A priest leads mass to his parish.	Leader holding hands with people.	2	0	3	neutral
8667	2035902801.jpg#0/Three younger males riding in city transportation passing brick buildings on their right side.	2035902801.jpg#2/Three men are riding on public transportation.	2035902801.jpg#3/Three young men take public transportation.	2035902801.jpg#4/Passengers riding the rail through town.	A guy sitting.	1	1	3	entailment
8668	133905560.jpg#1/Two dogs, on standing on the other in the snow.	133905560.jpg#2/A puppy plays with an adult dog in the snow.	133905560.jpg#3/Two yellow labs are playing in the snow.	133905560.jpg#4/Two beige dogs are playing in the snow.	Dog climbing.	1	1	3	neutral
8669	3412822878.jpg#0/A teenage boy does tricks on his skateboard in an area with much graffiti.	3412822878.jpg#1/A boy with a blue shirt is standing on the railing of a flight of stairs.	3412822878.jpg#2/A boy performs a skateboarding trick down a set of stairs.	3412822878.jpg#3/A boy skateboards down the railing of some graffiti stairs	A skateboarder slides down a handrail.	4	1	0	entailment
8670	2755053974.jpg#0/Little boy sits in car 's driver 's seat, grabbing the steering wheel.	2755053974.jpg#1/A young boy pretends to drive the car, with his hand on the horn.	2755053974.jpg#2/This small child is sitting behind the steering wheel of a car.	2755053974.jpg#4/A little boy at the steering wheel of a vehicle.	A traveler sits.	1	2	2	contradiction
8671	4781889177.jpg#0/A woman in a red hat, red sundress, and gossamer wings is wading in a fountain next to parked cars.	4781889177.jpg#1/A woman in a red dress, red hat with butterfly wings walk in an outdoor fountain.	4781889177.jpg#2/A woman in a short red dress and costume wings is walking in a public fountain.	4781889177.jpg#3/A woman in a red dress and fake butterfly wings stands in a fountain.	A woman enjoying the spray.	4	1	0	entailment
8672	2969134945.jpg#0/A woman wearing a black apron, waves toward the street with one hand while a yellow car drives by.	2969134945.jpg#2/The woman is trying to hail a taxi while cars speed past her.	2969134945.jpg#3/An Asian woman on the side of a road.	2969134945.jpg#4/Lady walking past a driving taxi.	A girl standing.	1	0	4	contradiction
8673	3711354907.jpg#0/A man wearing an orange hard hat is being lowered down the side of a building.	3711354907.jpg#2/A man working on a safety harness in the sky.	3711354907.jpg#3/A man tied to ropes scaling a building.	3711354907.jpg#4/A worker suspended in the air.	A man hanging by a cable.	4	0	1	entailment
8674	5583674969.jpg#1/A middle-aged man plays a trumpet illuminated by purple lighting.	5583674969.jpg#2/A man in a beige suit is playing a trumpet into a microphone.	5583674969.jpg#3/An elderly white man is playing a trumpet into a microphone.	5583674969.jpg#4/A trombonist plays music into a microphone.	A black man playing an instrument on a sidewalk.	3	1	1	contradiction
8675	417931483.jpg#0/A man is on a laptop indoors saying something while a boy is looking at his computer.	417931483.jpg#1/Several people gather around a laptop at a table.	417931483.jpg#2/Two people consult over a problem with a laptop.	417931483.jpg#3/Three men are having a conversation at a table.	Men jousting.	0	0	5	contradiction
8676	1094671386.jpg#0/An oriental woman with her fist raised in the air, other oriental people around her, and a black Moped beside her.	1094671386.jpg#1/A lady in a white t-shirt is looking toward the person with their arm raised in the air.	1094671386.jpg#2/A woman wearing a white t-shirt has her right arm extended with her fist closed.	1094671386.jpg#4/Two young girls in a street.	A lady doing a cartwheel.	0	1	4	contradiction
8677	2411585767.jpg#1/A man in a suit strokes his chin on a deserted street corner.	2411585767.jpg#2/A man in business attire stands a street corner.	2411585767.jpg#3/A man in suit waiting for the green light.	2411585767.jpg#4/A man in a suit by a stoplight.	A man growing.	0	0	5	contradiction
8678	3810304603.jpg#0/A guy with blond hair is standing on a stage playing a red guitar with the drummer in the background.	3810304603.jpg#1/A man in a blue shirt is singing and playing guitar on a stage in front of a drummer.	3810304603.jpg#3/A blond guy with a red guitar is singing in a band.	3810304603.jpg#4/Chickenfoot plays a musical set on a stage.	Men greeting each other.	2	0	3	contradiction
8679	4503698270.jpg#0/Two brown-haired men are wearing blue jeans and standing in front of a parked blue semi-truck.	4503698270.jpg#2/Two men exchange hello 's while a truck waits for them to move.	4503698270.jpg#3/Blue semi truck and two gentleman standing in front of it.	4503698270.jpg#4/A bright blue semi truck parked in a square.	A man skateboarding.	0	0	5	contradiction
8680	7996627802.jpg#0/Two females kneeling and a man sting in a chair looking toward a man in robes on an altar.	7996627802.jpg#2/A woman and young girl worship in front of a shrine.	7996627802.jpg#3/Paying respect by praying in the chapel.	7996627802.jpg#4/A family is praying to an ornate statue.	A child kneeling.	2	1	2	entailment
8681	2271955077.jpg#0/A person is riding a snowboard doing an air stunt over a snowy mound.	2271955077.jpg#1/Someone in white winter clothes is snowboarding through the air.	2271955077.jpg#2/A snowboarder is in the middle of a jump with one hand raised.	2271955077.jpg#3/A snowboarder in white soaring through the air.	A biker flies.	0	0	5	contradiction
8682	7245397716.jpg#0/Five musicians hold violins while looking up into the camera, which is directly overhead.	7245397716.jpg#2/Five people wearing black and holding musical instruments looking upwards.	7245397716.jpg#3/Five people are holding instruments and looking up into the sky.	7245397716.jpg#4/Five people looking up while holding musical instruments.	A group looking on.	1	2	2	neutral
8683	2943557287.jpg#0/Two people are looking at a child as one of them is pushing a wheelchair on the sidewalk.	2943557287.jpg#1/A child plays in a box on the side of the street, as people look on and smile.	2943557287.jpg#2/Two people are walking past a girl who is in a card board box on a sidewalk.	2943557287.jpg#4/Small child is hanging out of a box on the sidewalk.	A cowboy walks.	0	0	5	contradiction
8684	6315308573.jpg#0/Several bike racers zoom horizontally down a street with a motion blurred forest in the background.	6315308573.jpg#1/A pack of racing cyclists speed along a road in the countryside.	6315308573.jpg#2/Several men cycling down a hallway in an event on a sunny day.	6315308573.jpg#4/Cyclists racing down a street.	A group is racing.	5	0	0	entailment
8685	2889947470.jpg#0/A woman with gloves and a suit on stare at something as a cello player sits in the background.	2889947470.jpg#1/A woman in a suit and gloves is conducting a small orchestra in a bright room.	2889947470.jpg#2/A middle-age woman is conducting a music group in refined surroundings.	2889947470.jpg#3/A gloved, redheaded woman with glasses is conducting an orchestra.	A woman standing.	5	0	0	entailment
8686	124145159.jpg#1/A man in a white shirt sings into a microphone as he reads the words on a screen, while a balding man plays the drums.	124145159.jpg#2/Two guys looking at the screen of a TV while one sings, (presumably) and the other plays a set of big wooden drums.	124145159.jpg#3/One man is playing the drums while another is singing Karaoke.	124145159.jpg#4/Two men in a club playing bongos and singing karaoke.	Two men sit talking.	2	0	3	contradiction
8687	2517082705.jpg#0/The boy wearing the blue shirt is running on the grass between the trees.	2517082705.jpg#2/A boy poses on a shadow-dappled lawn.	2517082705.jpg#3/A boy running through green grass.	2517082705.jpg#4/A child runs through the grass.	A child standing.	2	0	3	contradiction
8688	3589156060.jpg#1/There is person standing in water and playing with a dog.	3589156060.jpg#2/A person plays with their dog in a shallow pond.	3589156060.jpg#3/A man is playing with a dog in some water.	3589156060.jpg#4/A wet dog and person in a marsh.	A white dog playing in the sand.	3	1	1	contradiction
8689	4741533543.jpg#0/A man in long plaid shorts and an Easter hat carrying a black bookbag walks with a heavyset woman with pink hair and wearing a hippie style dress walk away from the camera following many other similarly dressed people.	4741533543.jpg#1/A lot of people walking on a dirt road, wearing summer clothes on a sunny day.	4741533543.jpg#2/Concert goers walking towards a festival.	4741533543.jpg#4/A woman wearing a drafty dress.	Many customers walking around.	1	1	3	contradiction
8690	1332815795.jpg#0/A young baby girl wearing a white outfit swinging in a baby swing	1332815795.jpg#1/A little girl is swinging in a baby swing on the playground.	1332815795.jpg#2/A baby swings in a swing near a wooden fence.	1332815795.jpg#3/A baby wearing all white swinging on a swing.	A child rides a swing.	5	0	0	entailment
8691	5523249598.jpg#0/A man wearing yellow overalls, a hat, and a life jacket, stands in a small boat full of equipment.	5523249598.jpg#2/A man is going fishing on his boat called ' Melanie '.	5523249598.jpg#3/A sailor stands in his small sailboat.	5523249598.jpg#4/A man is alone in a boat in the water.	A fisherman standing.	4	0	1	entailment
8692	4968396354.jpg#0/A young woman with purple dreads hula-hoops while wearing furry purple leg-warmers and hot blue Nikes.	4968396354.jpg#1/Young hippie girl hula hooping with purple leg warmers and purple hair.	4968396354.jpg#2/A woman with purple hair is playing with a hula hoop.	4968396354.jpg#4/A woman wearing purple leg warmers hula hooping.	A girl pouring water.	0	0	5	contradiction
